Date,tavg,tmin,tmax,prcp,Day of Week,Month,Wthr Desc.,Things Watched
2020-10-25,40.46,32.0,50.0,0.0,Sunday,October,bad,0.0
2020-10-26,42.8,33.08,50.0,,Monday,October,bad,2.0
2020-10-27,49.82,46.04,57.92,0.0,Tuesday,October,bad,0.0
2020-10-28,50.9,44.06,57.92,0.0,Wednesday,October,good,0.0
2020-10-29,53.42,46.94,60.08,,Thursday,October,bad,2.0
2020-10-30,53.78,46.04,60.08,,Friday,October,bad,0.0
2020-10-31,47.84,39.02,55.94,0.0,Saturday,October,bad,0.0
2020-11-01,48.56,42.98,59.0,0.0,Sunday,November,bad,0.0
2020-11-02,49.64,37.94,66.02,0.0,Monday,November,bad,3.0
2020-11-03,49.46,44.06,55.04,,Tuesday,November,bad,2.0
2020-11-04,60.62,55.04,66.02,,Wednesday,November,bad,1.0
2020-11-05,53.06,46.94,60.98,,Thursday,November,bad,0.0
2020-11-06,46.22,37.94,50.0,,Friday,November,bad,1.0
2020-11-07,39.02,33.98,44.96,,Saturday,November,bad,1.0
2020-11-08,37.76,30.02,48.02,,Sunday,November,bad,0.0
2020-11-09,36.86,30.02,44.06,,Monday,November,bad,4.0
2020-11-10,44.42,41.0,46.94,,Tuesday,November,bad,2.0
2020-11-11,40.28,35.06,46.04,,Wednesday,November,bad,1.0
2020-11-12,43.88,39.92,51.08,,Thursday,November,bad,3.0
2020-11-13,47.12,42.98,51.98,,Friday,November,bad,5.0
2020-11-14,45.14,42.98,50.0,,Saturday,November,bad,0.0
2020-11-15,48.56,44.06,53.06,,Sunday,November,bad,2.0
2020-11-16,45.5,44.96,46.04,,Monday,November,bad,2.0
2020-11-17,49.28,42.98,60.98,,Tuesday,November,bad,4.0
2020-11-18,44.78,42.98,46.94,,Wednesday,November,bad,2.0
2020-11-19,44.78,42.08,48.02,,Thursday,November,bad,2.0
2020-11-20,46.94,44.06,51.08,,Friday,November,bad,0.0
2020-11-21,46.94,39.92,53.06,,Saturday,November,bad,0.0
2020-11-22,40.1,35.06,44.06,,Sunday,November,bad,2.0
2020-11-23,44.96,42.08,48.02,,Monday,November,bad,6.0
2020-11-24,46.76,44.06,53.96,,Tuesday,November,bad,0.0
2020-11-25,45.32,44.06,48.92,,Wednesday,November,bad,3.0
2020-11-26,46.76,44.96,50.0,,Thursday,November,bad,1.0
2020-11-27,,,,0.0,Friday,November,bad,10.0
2020-11-28,,,,,Saturday,November,bad,4.0
2020-11-29,35.6,32.0,37.94,0.0,Sunday,November,bad,1.0
2020-11-30,44.24,35.96,51.98,,Monday,November,bad,3.0
2020-12-01,41.36,35.96,48.92,0.0,Tuesday,December,bad,0.0
2020-12-02,44.24,35.96,60.08,0.0,Wednesday,December,bad,3.0
2020-12-03,42.08,33.98,50.0,0.0,Thursday,December,bad,4.0
2020-12-04,43.16,35.96,51.98,0.0,Friday,December,bad,5.0
2020-12-05,44.6,33.08,60.98,,Saturday,December,bad,2.0
2020-12-06,48.38,44.06,55.04,,Sunday,December,bad,2.0
2020-12-07,48.02,42.08,53.96,,Monday,December,bad,0.0
2020-12-08,49.82,46.94,51.98,,Tuesday,December,bad,0.0
2020-12-09,45.68,42.08,48.02,,Wednesday,December,bad,3.0
2020-12-10,38.84,33.98,42.98,,Thursday,December,bad,10.0
2020-12-11,41.72,33.98,46.94,,Friday,December,bad,1.0
2020-12-12,35.78,30.02,42.08,0.0,Saturday,December,bad,0.0
2020-12-13,42.44,39.92,44.96,,Sunday,December,bad,0.0
2020-12-14,45.14,42.08,50.0,,Monday,December,bad,4.0
2020-12-15,45.68,42.08,48.02,,Tuesday,December,bad,2.0
2020-12-16,47.3,44.96,51.08,,Wednesday,December,bad,0.0
2020-12-17,47.66,44.96,51.08,,Thursday,December,bad,0.0
2020-12-18,47.66,44.06,53.06,,Friday,December,bad,0.0
2020-12-19,48.02,46.04,51.98,,Saturday,December,bad,1.0
2020-12-20,51.44,46.94,55.04,,Sunday,December,bad,0.0
2020-12-21,45.32,35.96,60.98,,Monday,December,bad,0.0
2020-12-22,38.12,32.0,46.04,0.0,Tuesday,December,bad,2.0
2020-12-23,35.6,30.02,42.98,0.0,Wednesday,December,bad,2.0
2020-12-24,33.62,28.94,42.98,,Thursday,December,bad,1.0
2020-12-25,40.46,32.0,48.02,,Friday,December,bad,0.0
2020-12-26,46.04,42.08,50.0,,Saturday,December,bad,2.0
2020-12-27,43.34,37.04,48.02,,Sunday,December,bad,0.0
2020-12-28,38.3,30.02,46.94,0.0,Monday,December,bad,0.0
2020-12-29,36.86,33.08,39.92,,Tuesday,December,bad,0.0
2020-12-30,43.34,39.92,48.02,,Wednesday,December,bad,0.0
2020-12-31,48.56,46.94,51.08,,Thursday,December,bad,0.0
2021-01-01,48.2,44.96,51.98,,Friday,January,bad,1.0
2021-01-02,48.56,44.96,50.0,29.3,Saturday,January,bad,0.0
2021-01-03,43.34,39.02,48.02,10.3,Sunday,January,bad,0.0
2021-01-04,46.94,44.96,50.0,18.0,Monday,January,bad,0.0
2021-01-05,44.6,42.98,46.94,12.3,Tuesday,January,bad,0.0
2021-01-06,46.04,39.92,51.08,4.8,Wednesday,January,bad,0.0
2021-01-07,45.14,39.92,53.06,0.0,Thursday,January,bad,0.0
2021-01-08,45.32,37.04,53.06,6.1,Friday,January,bad,0.0
2021-01-09,38.48,32.0,48.92,0.0,Saturday,January,bad,2.0
2021-01-10,45.32,42.08,50.0,3.1,Sunday,January,bad,0.0
2021-01-11,45.5,42.98,46.94,15.7,Monday,January,bad,0.0
2021-01-12,51.98,46.04,57.92,43.1,Tuesday,January,bad,0.0
2021-01-13,47.3,39.02,57.02,5.3,Wednesday,January,bad,0.0
2021-01-14,44.24,37.04,51.98,0.1,Thursday,January,bad,0.0
2021-01-15,47.3,41.0,53.96,2.6,Friday,January,bad,0.0
2021-01-16,41.54,37.04,46.94,0.0,Saturday,January,bad,0.0
2021-01-17,45.86,42.08,51.08,2.3,Sunday,January,bad,0.0
2021-01-18,42.98,37.04,48.92,0.0,Monday,January,bad,0.0
2021-01-19,37.04,33.98,46.04,0.0,Tuesday,January,bad,0.0
2021-01-20,39.92,33.98,46.04,0.0,Wednesday,January,bad,0.0
2021-01-21,43.52,41.0,46.94,3.1,Thursday,January,bad,0.0
2021-01-22,42.26,33.98,46.04,0.0,Friday,January,bad,0.0
2021-01-23,35.24,28.94,44.06,0.0,Saturday,January,bad,3.0
2021-01-24,39.38,37.94,42.08,4.3,Sunday,January,bad,5.0
2021-01-25,40.82,37.04,44.96,0.8,Monday,January,bad,3.0
2021-01-26,39.38,33.08,44.96,0.0,Tuesday,January,bad,0.0
2021-01-27,42.62,37.94,44.96,0.9,Wednesday,January,bad,0.0
2021-01-28,42.8,39.92,46.04,7.1,Thursday,January,bad,0.0
2021-01-29,43.34,39.92,48.92,0.7,Friday,January,bad,0.0
2021-01-30,44.78,41.0,50.0,5.1,Saturday,January,bad,0.0
2021-01-31,45.68,44.06,48.92,7.8,Sunday,January,bad,0.0
2021-02-01,47.66,44.06,50.0,18.4,Monday,February,bad,1.0
2021-02-02,43.7,41.0,46.94,18.0,Tuesday,February,bad,0.0
2021-02-03,43.52,41.0,50.0,1.7,Wednesday,February,bad,1.0
2021-02-04,45.14,42.08,48.92,1.2,Thursday,February,bad,1.0
2021-02-05,48.38,46.04,51.98,0.6,Friday,February,bad,0.0
2021-02-06,46.94,44.96,51.08,0.0,Saturday,February,bad,0.0
2021-02-07,43.88,39.92,48.92,0.5,Sunday,February,bad,0.0
2021-02-08,39.56,35.06,44.06,1.1,Monday,February,bad,2.0
2021-02-09,38.48,33.08,44.06,0.0,Tuesday,February,bad,2.0
2021-02-10,35.78,28.94,42.98,0.0,Wednesday,February,bad,0.0
2021-02-11,35.06,32.0,39.02,1.0,Thursday,February,bad,0.0
2021-02-12,31.28,26.06,33.98,2.1,Friday,February,bad,0.0
2021-02-13,28.76,26.06,32.0,11.2,Saturday,February,bad,0.0
2021-02-14,33.26,30.92,37.04,8.0,Sunday,February,bad,7.0
2021-02-15,38.48,33.08,44.96,3.4,Monday,February,bad,4.0
2021-02-16,42.62,37.94,48.92,2.1,Tuesday,February,bad,3.0
2021-02-17,41.0,35.96,46.94,0.3,Wednesday,February,bad,0.0
2021-02-18,41.18,37.04,46.04,3.1,Thursday,February,bad,1.0
2021-02-19,44.42,41.0,50.0,1.8,Friday,February,bad,5.0
2021-02-20,44.06,39.92,50.0,0.5,Saturday,February,bad,1.0
2021-02-21,48.56,42.98,53.06,3.7,Sunday,February,bad,0.0
2021-02-22,49.28,42.98,53.06,16.0,Monday,February,bad,0.0
2021-02-23,42.26,37.04,48.92,5.8,Tuesday,February,bad,0.0
2021-02-24,40.64,35.06,46.94,0.0,Wednesday,February,bad,0.0
2021-02-25,43.52,37.94,48.02,1.8,Thursday,February,bad,0.0
2021-02-26,43.52,39.02,51.98,5.1,Friday,February,bad,0.0
2021-02-27,42.44,35.06,48.92,0.1,Saturday,February,bad,1.0
2021-02-28,46.4,39.92,53.06,0.9,Sunday,February,bad,0.0
2021-03-01,48.2,39.02,57.92,0.0,Monday,March,bad,0.0
2021-03-02,44.6,42.08,48.92,0.0,Tuesday,March,bad,0.0
2021-03-03,43.88,33.98,55.94,0.0,Wednesday,March,bad,0.0
2021-03-04,44.78,35.96,55.04,4.2,Thursday,March,bad,0.0
2021-03-05,45.68,41.0,51.08,2.0,Friday,March,bad,0.0
2021-03-06,44.78,39.02,51.08,0.1,Saturday,March,bad,0.0
2021-03-07,43.16,37.04,48.02,4.3,Sunday,March,bad,0.0
2021-03-08,41.54,30.92,53.06,0.0,Monday,March,bad,2.0
2021-03-09,43.16,35.06,53.96,0.4,Tuesday,March,bad,0.0
2021-03-10,41.72,32.0,53.06,0.0,Wednesday,March,bad,0.0
2021-03-11,43.34,33.08,53.96,0.0,Thursday,March,bad,0.0
2021-03-12,43.88,32.0,57.02,0.0,Friday,March,bad,0.0
2021-03-13,46.76,33.98,62.06,0.0,Saturday,March,bad,0.0
2021-03-14,,,,,Sunday,March,bad,0.0
2021-03-15,41.18,35.06,46.94,1.3,Monday,March,bad,2.0
2021-03-16,42.08,33.08,51.98,0.0,Tuesday,March,bad,0.0
2021-03-17,44.6,33.08,57.92,0.0,Wednesday,March,bad,1.0
2021-03-18,45.32,37.94,53.06,3.2,Thursday,March,bad,1.0
2021-03-19,48.38,39.92,57.02,0.9,Friday,March,bad,1.0
2021-03-20,46.76,42.98,51.08,6.9,Saturday,March,bad,2.0
2021-03-21,43.7,42.08,44.96,4.0,Sunday,March,bad,1.0
2021-03-22,44.96,41.0,50.0,4.1,Monday,March,bad,0.0
2021-03-23,45.14,35.96,53.06,0.0,Tuesday,March,bad,1.0
2021-03-24,47.12,44.06,53.06,8.6,Wednesday,March,bad,1.0
2021-03-25,46.04,42.08,51.98,5.6,Thursday,March,bad,0.0
2021-03-26,47.48,39.92,53.96,0.0,Friday,March,bad,2.0
2021-03-27,49.28,42.08,55.04,0.0,Saturday,March,bad,0.0
2021-03-28,44.96,39.92,48.02,6.2,Sunday,March,bad,0.0
2021-03-29,42.44,35.06,50.0,0.0,Monday,March,bad,0.0
2021-03-30,42.98,33.08,53.06,0.0,Tuesday,March,bad,0.0
2021-03-31,46.4,33.08,60.98,0.0,Wednesday,March,bad,0.0
2021-04-01,48.92,41.0,55.94,0.0,Thursday,April,bad,0.0
2021-04-02,49.28,42.08,57.92,0.0,Friday,April,bad,1.0
2021-04-03,51.8,39.92,64.04,0.0,Saturday,April,good,0.0
2021-04-04,47.12,42.08,50.0,0.8,Sunday,April,bad,0.0
2021-04-05,44.78,33.98,55.94,0.0,Monday,April,bad,1.0
2021-04-06,47.84,35.96,60.08,0.0,Tuesday,April,bad,0.0
2021-04-07,46.22,42.08,50.0,1.9,Wednesday,April,bad,0.0
2021-04-08,46.58,39.92,53.96,6.1,Thursday,April,bad,0.0
2021-04-09,44.6,35.96,50.0,0.7,Friday,April,bad,0.0
2021-04-10,45.5,39.92,50.0,2.0,Saturday,April,bad,1.0
2021-04-11,43.52,32.0,53.06,0.0,Sunday,April,bad,0.0
2021-04-12,47.48,33.08,57.92,0.0,Monday,April,bad,2.0
2021-04-13,50.36,35.96,62.06,0.0,Tuesday,April,good,0.0
2021-04-14,53.24,37.94,64.94,0.0,Wednesday,April,good,4.0
2021-04-15,57.56,42.08,71.96,0.0,Thursday,April,good,0.0
2021-04-16,60.08,44.96,75.92,0.0,Friday,April,good,0.0
2021-04-17,60.8,46.04,77.0,0.0,Saturday,April,good,0.0
2021-04-18,62.78,46.04,78.98,0.0,Sunday,April,good,0.0
2021-04-19,60.26,46.94,73.04,0.0,Monday,April,good,0.0
2021-04-20,59.54,46.94,71.06,0.0,Tuesday,April,good,1.0
2021-04-21,58.82,44.96,71.06,0.0,Wednesday,April,good,1.0
2021-04-22,55.04,50.0,62.06,0.0,Thursday,April,good,1.0
2021-04-23,52.88,44.96,60.98,0.0,Friday,April,good,0.0
2021-04-24,49.28,48.02,50.0,10.4,Saturday,April,bad,0.0
2021-04-25,52.34,48.02,60.98,2.2,Sunday,April,bad,0.0
2021-04-26,52.52,46.94,59.0,0.0,Monday,April,good,2.0
2021-04-27,53.6,44.96,62.06,0.0,Tuesday,April,good,0.0
2021-04-28,56.48,48.02,66.02,0.0,Wednesday,April,good,2.0
2021-04-29,61.52,50.0,75.02,0.0,Thursday,April,good,0.0
2021-04-30,58.64,53.06,66.02,1.6,Friday,April,good,0.0
2021-05-01,53.96,48.92,59.0,0.2,Saturday,May,good,0.0
2021-05-02,53.6,46.94,62.06,0.5,Sunday,May,good,0.0
2021-05-03,52.52,46.94,57.92,4.4,Monday,May,bad,4.0
2021-05-04,55.76,51.08,62.96,3.8,Tuesday,May,bad,0.0
2021-05-05,57.02,42.98,69.08,0.0,Wednesday,May,good,0.0
2021-05-06,57.92,51.08,66.02,0.7,Thursday,May,good,0.0
2021-05-07,50.54,46.94,55.94,0.3,Friday,May,good,0.0
2021-05-08,52.16,46.94,59.0,0.0,Saturday,May,good,0.0
2021-05-09,55.58,50.0,64.04,0.0,Sunday,May,good,0.0
2021-05-10,55.22,42.98,66.02,0.0,Monday,May,good,2.0
2021-05-11,58.28,46.04,69.08,0.0,Tuesday,May,good,2.0
2021-05-12,61.16,55.04,69.08,0.0,Wednesday,May,good,0.0
2021-05-13,61.52,51.98,71.96,0.0,Thursday,May,good,0.0
2021-05-14,62.06,48.92,73.94,0.0,Friday,May,good,1.0
2021-05-15,61.88,48.92,73.04,0.0,Saturday,May,good,0.0
2021-05-16,64.04,50.0,77.0,0.0,Sunday,May,good,0.0
2021-05-17,56.3,53.06,62.96,2.8,Monday,May,bad,0.0
2021-05-18,53.42,48.02,62.06,5.8,Tuesday,May,bad,0.0
2021-05-19,51.98,46.04,59.0,0.3,Wednesday,May,good,1.0
2021-05-20,52.88,46.94,62.96,0.0,Thursday,May,good,0.0
2021-05-21,54.68,46.04,64.04,0.0,Friday,May,good,0.0
2021-05-22,54.68,48.02,62.06,0.0,Saturday,May,good,0.0
2021-05-23,56.84,53.06,64.04,0.0,Sunday,May,good,0.0
2021-05-24,56.48,51.08,62.06,3.3,Monday,May,bad,0.0
2021-05-25,58.46,53.96,64.04,0.0,Tuesday,May,good,2.0
2021-05-26,58.64,53.06,64.94,0.0,Wednesday,May,good,0.0
2021-05-27,55.58,53.06,60.98,13.4,Thursday,May,bad,0.0
2021-05-28,55.94,51.08,64.04,0.0,Friday,May,good,4.0
2021-05-29,59.0,46.94,71.96,0.0,Saturday,May,good,4.0
2021-05-30,62.24,51.08,71.96,0.0,Sunday,May,good,4.0
2021-05-31,65.84,53.06,78.98,0.0,Monday,May,good,0.0
2021-06-01,71.96,57.92,86.0,0.0,Tuesday,June,good,1.0
2021-06-02,73.58,60.08,86.0,0.0,Wednesday,June,good,0.0
2021-06-03,68.18,59.0,78.08,0.0,Thursday,June,good,0.0
2021-06-04,61.52,53.06,69.98,0.0,Friday,June,good,0.0
2021-06-05,59.72,53.96,66.02,0.6,Saturday,June,good,1.0
2021-06-06,52.88,51.08,57.02,9.4,Sunday,June,bad,0.0
2021-06-07,54.14,46.04,62.96,5.8,Monday,June,bad,0.0
2021-06-08,57.74,48.02,66.92,0.4,Tuesday,June,good,0.0
2021-06-09,59.0,48.92,68.0,0.0,Wednesday,June,good,0.0
2021-06-10,59.36,51.98,66.02,0.0,Thursday,June,good,2.0
2021-06-11,57.02,55.04,60.08,4.4,Friday,June,bad,0.0
2021-06-12,64.04,53.96,73.04,3.5,Saturday,June,bad,0.0
2021-06-13,62.06,60.08,64.94,14.0,Sunday,June,bad,1.0
2021-06-14,62.06,59.0,66.02,1.1,Monday,June,good,0.0
2021-06-15,62.24,55.94,68.0,0.0,Tuesday,June,good,0.0
2021-06-16,63.32,55.94,71.96,0.0,Wednesday,June,good,0.0
2021-06-17,65.84,51.98,78.08,0.0,Thursday,June,good,0.0
2021-06-18,65.3,57.92,73.94,0.0,Friday,June,good,0.0
2021-06-19,66.02,55.04,77.0,0.0,Saturday,June,good,1.0
2021-06-20,70.7,60.08,80.96,0.0,Sunday,June,good,0.0
2021-06-21,75.74,60.98,89.06,0.0,Monday,June,good,0.0
2021-06-22,71.78,62.96,78.98,0.0,Tuesday,June,good,1.0
2021-06-23,67.1,57.92,78.98,0.0,Wednesday,June,good,0.0
2021-06-24,70.88,59.0,82.04,0.0,Thursday,June,good,6.0
2021-06-25,76.46,66.02,87.08,0.0,Friday,June,good,0.0
2021-06-26,83.84,68.0,100.94,0.0,Saturday,June,good,3.0
2021-06-27,87.26,71.96,102.92,0.0,Sunday,June,good,0.0
2021-06-28,91.76,73.94,109.04,0.0,Monday,June,good,1.0
2021-06-29,76.1,66.02,87.08,0.0,Tuesday,June,good,1.0
2021-06-30,68.36,64.04,75.02,0.0,Wednesday,June,good,0.0
2021-07-01,68.18,62.96,73.94,0.0,Thursday,July,good,0.0
2021-07-02,69.62,62.06,78.98,0.0,Friday,July,good,0.0
2021-07-03,72.5,60.98,82.94,0.0,Saturday,July,good,0.0
2021-07-04,69.44,60.08,78.98,0.0,Sunday,July,good,0.0
2021-07-05,65.66,59.0,75.02,0.0,Monday,July,good,0.0
2021-07-06,69.08,59.0,82.04,0.0,Tuesday,July,good,0.0
2021-07-07,65.48,60.08,71.96,0.0,Wednesday,July,good,0.0
2021-07-08,63.86,55.94,73.94,0.0,Thursday,July,good,0.0
2021-07-09,69.08,57.02,80.96,0.0,Friday,July,good,0.0
2021-07-10,69.98,60.98,80.06,0.0,Saturday,July,good,0.0
2021-07-11,69.62,57.92,80.96,0.0,Sunday,July,good,0.0
2021-07-12,71.24,57.92,82.04,0.0,Monday,July,good,0.0
2021-07-13,69.08,57.02,82.94,0.0,Tuesday,July,good,0.0
2021-07-14,65.66,57.02,75.02,0.0,Wednesday,July,good,0.0
2021-07-15,62.78,57.02,71.06,0.0,Thursday,July,good,0.0
2021-07-16,63.86,57.92,71.06,0.0,Friday,July,good,2.0
2021-07-17,67.28,59.0,77.0,0.0,Saturday,July,good,5.0
2021-07-18,69.08,57.92,80.06,0.0,Sunday,July,good,0.0
2021-07-19,70.7,57.02,82.94,0.0,Monday,July,good,5.0
2021-07-20,64.58,60.08,71.06,0.1,Tuesday,July,good,0.0
2021-07-21,64.22,59.0,73.04,0.0,Wednesday,July,good,0.0
2021-07-22,67.1,59.0,75.92,0.0,Thursday,July,good,0.0
2021-07-23,67.46,53.96,78.98,0.0,Friday,July,good,0.0
2021-07-24,72.32,62.96,82.94,0.0,Saturday,July,good,0.0
2021-07-25,72.5,62.06,82.94,0.0,Sunday,July,good,0.0
2021-07-26,71.42,62.06,82.04,0.0,Monday,July,good,0.0
2021-07-27,73.04,62.96,82.94,0.0,Tuesday,July,good,0.0
2021-07-28,73.76,60.98,87.08,0.0,Wednesday,July,good,0.0
2021-07-29,75.02,59.0,89.96,0.0,Thursday,July,good,0.0
2021-07-30,78.08,64.04,91.04,0.0,Friday,July,good,0.0
2021-07-31,73.94,69.98,78.08,0.0,Saturday,July,good,0.0
2021-08-01,73.04,66.02,82.04,0.0,Sunday,August,good,2.0
2021-08-02,72.68,62.06,84.92,0.0,Monday,August,good,1.0
2021-08-03,73.76,66.02,82.94,0.0,Tuesday,August,good,1.0
2021-08-04,74.48,60.98,87.98,0.0,Wednesday,August,good,0.0
2021-08-05,72.68,62.06,84.02,0.0,Thursday,August,good,2.0
2021-08-06,69.8,64.94,78.08,1.0,Friday,August,good,0.0
2021-08-07,67.82,62.06,75.92,0.0,Saturday,August,good,0.0
2021-08-08,64.76,55.94,73.94,1.1,Sunday,August,good,0.0
2021-08-09,67.1,55.94,78.98,0.0,Monday,August,good,0.0
2021-08-10,73.22,64.04,84.02,0.0,Tuesday,August,good,0.0
2021-08-11,77.0,62.96,91.04,0.0,Wednesday,August,good,0.0
2021-08-12,79.88,69.98,93.02,0.0,Thursday,August,good,0.0
2021-08-13,79.34,68.0,91.94,0.0,Friday,August,good,0.0
2021-08-14,75.02,64.94,86.0,0.0,Saturday,August,good,0.0
2021-08-15,72.86,62.96,82.94,0.0,Sunday,August,good,4.0
2021-08-16,67.46,60.98,75.02,0.0,Monday,August,good,0.0
2021-08-17,61.7,57.02,69.08,0.0,Tuesday,August,good,0.0
2021-08-18,65.84,53.96,78.08,0.0,Wednesday,August,good,4.0
2021-08-19,68.54,57.92,78.98,0.0,Thursday,August,good,0.0
2021-08-20,62.06,59.0,66.02,0.0,Friday,August,good,0.0
2021-08-21,63.14,57.92,69.08,0.0,Saturday,August,good,2.0
2021-08-22,63.32,60.08,68.0,0.0,Sunday,August,good,3.0
2021-08-23,62.42,55.04,71.06,0.0,Monday,August,good,1.0
2021-08-24,64.22,50.0,77.0,0.0,Tuesday,August,good,11.0
2021-08-25,64.94,53.06,77.0,0.0,Wednesday,August,good,1.0
2021-08-26,64.4,60.08,71.06,2.2,Thursday,August,bad,0.0
2021-08-27,62.78,57.92,69.08,0.8,Friday,August,good,0.0
2021-08-28,64.4,51.08,77.0,0.0,Saturday,August,good,0.0
2021-08-29,66.92,53.06,78.08,0.0,Sunday,August,good,0.0
2021-08-30,60.08,53.96,64.04,0.0,Monday,August,good,0.0
2021-08-31,59.54,55.04,66.92,0.0,Tuesday,August,good,0.0
2021-09-01,59.18,46.04,71.06,0.0,Wednesday,September,good,0.0
2021-09-02,62.96,50.0,77.0,0.0,Thursday,September,good,1.0
2021-09-03,64.94,51.08,78.98,0.0,Friday,September,good,0.0
2021-09-04,66.38,53.06,80.06,0.0,Saturday,September,good,2.0
2021-09-05,70.7,66.02,80.06,0.0,Sunday,September,good,0.0
2021-09-06,66.92,62.06,73.94,0.0,Monday,September,good,0.0
2021-09-07,66.92,53.96,80.06,0.0,Tuesday,September,good,0.0
2021-09-08,71.42,64.94,80.96,2.1,Wednesday,September,bad,0.0
2021-09-09,69.08,57.92,80.96,0.0,Thursday,September,good,0.0
2021-09-10,63.86,60.98,66.02,0.0,Friday,September,good,0.0
2021-09-11,64.58,59.0,71.96,0.0,Saturday,September,good,0.0
2021-09-12,62.06,57.02,66.02,3.0,Sunday,September,bad,0.0
2021-09-13,62.06,57.02,69.08,0.0,Monday,September,good,0.0
2021-09-14,60.8,50.0,69.98,0.0,Tuesday,September,good,0.0
2021-09-15,60.08,55.94,64.04,3.6,Wednesday,September,bad,1.0
2021-09-16,57.56,46.04,66.92,0.0,Thursday,September,good,0.0
2021-09-17,59.54,55.04,71.06,8.1,Friday,September,bad,2.0
2021-09-18,57.2,53.96,64.04,21.9,Saturday,September,bad,3.0
2021-09-19,58.28,53.06,64.94,1.7,Sunday,September,good,1.0
2021-09-20,60.8,55.04,69.08,0.0,Monday,September,good,0.0
2021-09-21,60.98,48.92,75.92,0.0,Tuesday,September,good,0.0
2021-09-22,60.44,55.04,66.02,0.0,Wednesday,September,good,2.0
2021-09-23,61.7,55.04,69.98,0.0,Thursday,September,good,4.0
2021-09-24,62.6,53.96,75.02,0.0,Friday,September,good,0.0
2021-09-25,64.94,53.06,78.98,0.0,Saturday,September,good,2.0
2021-09-26,58.82,55.04,64.94,7.8,Sunday,September,bad,2.0
2021-09-27,57.74,53.06,62.06,7.4,Monday,September,bad,2.0
2021-09-28,56.66,51.98,62.96,1.3,Tuesday,September,good,0.0
2021-09-29,56.84,53.06,60.98,0.0,Wednesday,September,good,0.0
2021-09-30,57.56,55.94,62.06,8.1,Thursday,September,bad,3.0
2021-10-01,56.48,51.08,62.96,0.0,Friday,October,good,3.0
2021-10-02,56.3,46.94,68.0,0.0,Saturday,October,good,2.0
2021-10-03,56.12,55.04,57.02,0.0,Sunday,October,good,4.0
2021-10-04,55.94,53.06,60.98,0.0,Monday,October,good,0.0
2021-10-05,52.7,48.02,55.94,4.1,Tuesday,October,bad,1.0
2021-10-06,51.26,46.94,57.02,1.1,Wednesday,October,good,0.0
2021-10-07,50.18,44.06,57.92,0.0,Thursday,October,good,1.0
2021-10-08,47.12,39.92,57.92,0.0,Friday,October,bad,0.0
2021-10-09,51.08,42.08,59.0,1.7,Saturday,October,good,0.0
2021-10-10,51.08,44.96,55.94,4.0,Sunday,October,bad,1.0
2021-10-11,46.4,41.0,53.96,1.2,Monday,October,bad,1.0
2021-10-12,43.7,35.96,51.98,3.3,Tuesday,October,bad,0.0
2021-10-13,48.74,44.96,53.96,0.2,Wednesday,October,bad,0.0
2021-10-14,52.52,46.94,60.98,1.1,Thursday,October,good,0.0
2021-10-15,55.76,51.98,62.06,0.8,Friday,October,good,0.0
2021-10-16,59.54,55.04,68.0,0.0,Saturday,October,good,0.0
2021-10-17,54.32,51.08,57.92,0.0,Sunday,October,good,3.0
2021-10-18,52.88,51.08,55.94,0.0,Monday,October,good,0.0
2021-10-19,52.52,44.06,60.98,0.0,Tuesday,October,good,1.0
2021-10-20,54.68,51.98,62.06,7.4,Wednesday,October,bad,0.0
2021-10-21,59.54,48.02,69.98,7.9,Thursday,October,bad,1.0
2021-10-22,53.96,50.0,57.92,4.1,Friday,October,bad,0.0
2021-10-23,51.62,48.02,55.94,8.0,Saturday,October,bad,0.0
2021-10-24,55.04,48.92,60.08,7.2,Sunday,October,bad,0.0
2021-10-25,55.76,51.08,59.0,5.7,Monday,October,bad,0.0
2021-10-26,51.8,48.92,57.02,11.5,Tuesday,October,bad,0.0
2021-10-27,51.62,48.92,55.94,1.7,Wednesday,October,good,0.0
2021-10-28,54.68,48.02,60.98,32.1,Thursday,October,bad,0.0
2021-10-29,49.46,46.04,51.98,13.7,Friday,October,bad,0.0
2021-10-30,45.86,39.92,55.04,0.0,Saturday,October,bad,1.0
2021-10-31,46.4,35.96,60.08,0.0,Sunday,October,bad,0.0
2021-11-01,47.66,39.92,59.0,2.4,Monday,November,bad,0.0
2021-11-02,48.2,44.96,51.98,3.1,Tuesday,November,bad,0.0
2021-11-03,53.78,46.94,60.08,6.1,Wednesday,November,bad,0.0
2021-11-04,53.6,48.92,59.0,12.0,Thursday,November,bad,0.0
2021-11-05,48.74,44.06,53.06,4.2,Friday,November,bad,0.0
2021-11-06,45.14,42.98,48.92,11.8,Saturday,November,bad,0.0
2021-11-07,43.88,42.08,48.92,11.3,Sunday,November,bad,0.0
2021-11-08,48.38,37.94,57.02,0.0,Monday,November,bad,0.0
2021-11-09,48.38,44.96,55.94,9.0,Tuesday,November,bad,0.0
2021-11-10,47.66,42.08,53.96,0.3,Wednesday,November,bad,0.0
2021-11-11,50.18,46.04,53.06,27.9,Thursday,November,bad,0.0
2021-11-12,55.22,50.0,59.0,23.2,Friday,November,bad,1.0
2021-11-13,48.38,46.04,51.08,11.0,Saturday,November,bad,0.0
2021-11-14,59.54,51.98,64.04,13.0,Sunday,November,bad,0.0
