Date,tavg,tmin,tmax,prcp,Day of Week,Month,Wthr Desc.,Things Watched
2016-07-30,67.64,60.08,77.0,0.0,Saturday,July,good,3.0
2016-07-31,65.12,57.92,73.04,0.0,Sunday,July,good,0.0
2016-08-01,64.4,55.04,77.0,0.0,Monday,August,good,6.0
2016-08-02,63.68,59.0,71.06,,Tuesday,August,bad,7.0
2016-08-03,66.56,60.08,75.02,0.0,Wednesday,August,good,7.0
2016-08-04,69.8,57.02,80.06,0.0,Thursday,August,good,17.0
2016-08-05,69.08,57.92,80.06,0.0,Friday,August,good,8.0
2016-08-06,62.42,55.94,71.06,,Saturday,August,bad,13.0
2016-08-07,62.06,57.02,68.0,,Sunday,August,bad,12.0
2016-08-08,63.5,57.92,71.96,0.3,Monday,August,good,0.0
2016-08-09,64.58,60.08,71.06,0.0,Tuesday,August,good,0.0
2016-08-10,67.46,60.98,75.92,0.0,Wednesday,August,good,0.0
2016-08-11,70.16,60.08,80.06,0.0,Thursday,August,good,4.0
2016-08-12,74.3,60.08,87.98,0.0,Friday,August,good,1.0
2016-08-13,76.64,64.04,89.96,0.0,Saturday,August,good,0.0
2016-08-14,73.22,62.06,84.02,0.0,Sunday,August,good,2.0
2016-08-15,72.32,60.08,82.94,0.0,Monday,August,good,9.0
2016-08-16,69.8,60.08,82.04,0.0,Tuesday,August,good,3.0
2016-08-17,70.34,60.08,80.06,0.0,Wednesday,August,good,5.0
2016-08-18,74.12,60.98,86.0,0.0,Thursday,August,good,0.0
2016-08-19,79.34,68.0,93.02,0.0,Friday,August,good,0.0
2016-08-20,76.28,60.98,91.94,0.0,Saturday,August,good,0.0
2016-08-21,66.02,60.08,73.04,,Sunday,August,bad,2.0
2016-08-22,64.58,57.02,71.96,,Monday,August,bad,2.0
2016-08-23,66.56,51.98,78.98,0.0,Tuesday,August,good,0.0
2016-08-24,70.52,57.02,82.94,0.0,Wednesday,August,good,0.0
2016-08-25,74.3,60.08,89.06,0.0,Thursday,August,good,0.0
2016-08-26,75.02,60.98,89.96,0.0,Friday,August,good,0.0
2016-08-27,66.92,62.06,71.96,0.0,Saturday,August,good,0.0
2016-08-28,63.86,57.92,71.06,,Sunday,August,bad,0.0
2016-08-29,66.38,53.96,80.06,0.0,Monday,August,good,0.0
2016-08-30,64.4,60.08,71.06,0.0,Tuesday,August,good,0.0
2016-08-31,62.6,57.02,69.08,1.6,Wednesday,August,good,0.0
2016-09-01,61.7,57.02,66.02,,Thursday,September,bad,0.0
2016-09-02,61.7,57.02,69.98,,Friday,September,bad,0.0
2016-09-03,61.34,57.02,68.0,,Saturday,September,bad,0.0
2016-09-04,60.26,51.08,69.98,0.0,Sunday,September,good,0.0
2016-09-05,59.9,53.96,64.94,,Monday,September,bad,5.0
2016-09-06,60.44,55.94,64.94,,Tuesday,September,bad,0.0
2016-09-07,61.88,59.0,66.92,,Wednesday,September,bad,0.0
2016-09-08,62.24,57.02,69.08,,Thursday,September,bad,0.0
2016-09-09,60.98,48.92,73.94,0.0,Friday,September,good,1.0
2016-09-10,63.5,51.98,77.0,0.0,Saturday,September,good,0.0
2016-09-11,62.78,57.02,69.98,0.0,Sunday,September,good,3.0
2016-09-12,62.24,48.92,73.94,0.0,Monday,September,good,1.0
2016-09-13,62.42,48.92,75.02,0.0,Tuesday,September,good,2.0
2016-09-14,64.22,50.0,78.98,,Wednesday,September,bad,0.0
2016-09-15,60.26,51.08,71.06,0.0,Thursday,September,good,0.0
2016-09-16,62.6,51.08,75.02,,Friday,September,bad,1.0
2016-09-17,61.52,57.92,68.0,,Saturday,September,bad,0.0
2016-09-18,61.88,55.04,69.08,,Sunday,September,bad,0.0
2016-09-19,61.52,55.94,69.08,,Monday,September,bad,0.0
2016-09-20,57.38,48.02,66.92,0.0,Tuesday,September,good,0.0
2016-09-21,57.74,48.02,68.0,0.0,Wednesday,September,good,0.0
2016-09-22,57.2,48.02,66.92,0.0,Thursday,September,good,0.0
2016-09-23,57.56,53.06,64.04,,Friday,September,bad,0.0
2016-09-24,60.44,55.04,66.02,0.0,Saturday,September,good,0.0
2016-09-25,65.84,60.08,75.02,0.0,Sunday,September,good,0.0
2016-09-26,65.3,57.02,77.0,0.0,Monday,September,good,0.0
2016-09-27,63.86,57.02,69.08,,Tuesday,September,bad,0.0
2016-09-28,58.46,53.96,66.02,0.0,Wednesday,September,good,0.0
2016-09-29,55.76,46.94,64.04,0.0,Thursday,September,good,1.0
2016-09-30,54.32,44.96,64.94,0.0,Friday,September,good,0.0
2016-10-01,54.86,50.0,62.96,,Saturday,October,bad,0.0
2016-10-02,54.86,48.92,62.96,0.0,Sunday,October,good,0.0
2016-10-03,56.12,51.08,62.6,,Monday,October,bad,0.0
2016-10-04,55.58,51.98,60.98,,Tuesday,October,bad,0.0
2016-10-05,58.46,53.06,66.92,,Wednesday,October,bad,0.0
2016-10-06,57.92,53.96,62.96,,Thursday,October,bad,0.0
2016-10-07,57.92,55.04,62.96,,Friday,October,bad,0.0
2016-10-08,59.18,53.06,68.0,,Saturday,October,bad,0.0
2016-10-09,53.96,50.0,60.98,,Sunday,October,bad,0.0
2016-10-10,52.16,48.02,60.08,,Monday,October,bad,0.0
2016-10-11,51.26,39.92,62.96,0.0,Tuesday,October,good,0.0
2016-10-12,52.16,39.92,62.96,,Wednesday,October,bad,0.0
2016-10-13,53.96,51.08,59.0,,Thursday,October,bad,0.0
2016-10-14,55.04,51.98,59.0,,Friday,October,bad,0.0
2016-10-15,53.6,50.0,62.06,,Saturday,October,bad,1.0
2016-10-16,54.14,51.08,60.98,,Sunday,October,bad,0.0
2016-10-17,54.14,51.08,60.08,,Monday,October,bad,0.0
2016-10-18,53.6,50.0,59.0,,Tuesday,October,bad,0.0
2016-10-19,51.44,44.96,57.92,,Wednesday,October,bad,0.0
2016-10-20,54.86,50.0,60.98,,Thursday,October,bad,0.0
2016-10-21,52.52,48.02,59.0,,Friday,October,bad,0.0
2016-10-22,52.16,44.06,60.98,,Saturday,October,bad,0.0
2016-10-23,55.04,48.92,60.98,,Sunday,October,bad,0.0
2016-10-24,55.22,51.08,60.98,,Monday,October,bad,0.0
2016-10-25,55.94,48.92,64.04,,Tuesday,October,bad,0.0
2016-10-26,54.86,51.98,57.02,,Wednesday,October,bad,0.0
2016-10-27,54.32,51.08,57.92,,Thursday,October,bad,0.0
2016-10-28,55.94,50.0,64.94,,Friday,October,bad,0.0
2016-10-29,53.6,46.94,60.08,,Saturday,October,bad,0.0
2016-10-30,48.38,42.08,51.98,,Sunday,October,bad,0.0
2016-10-31,53.24,50.0,59.0,,Monday,October,bad,0.0
2016-11-01,53.24,50.0,57.02,,Tuesday,November,bad,0.0
2016-11-02,53.24,51.08,57.92,,Wednesday,November,bad,0.0
2016-11-03,53.6,46.94,62.96,,Thursday,November,bad,0.0
2016-11-04,52.7,42.08,66.02,0.0,Friday,November,good,0.0
2016-11-05,55.04,51.98,57.92,,Saturday,November,bad,0.0
2016-11-06,54.32,50.0,62.06,,Sunday,November,bad,0.0
2016-11-07,56.48,51.08,66.02,,Monday,November,bad,0.0
2016-11-08,58.64,50.0,71.96,0.0,Tuesday,November,good,0.0
2016-11-09,56.12,51.98,64.94,,Wednesday,November,bad,0.0
2016-11-10,54.14,48.02,62.96,,Thursday,November,bad,0.0
2016-11-11,55.94,51.08,62.06,,Friday,November,bad,0.0
2016-11-12,56.3,51.08,60.08,,Saturday,November,bad,0.0
2016-11-13,50.54,46.94,53.96,,Sunday,November,bad,0.0
2016-11-14,53.24,48.92,57.02,,Monday,November,bad,0.0
2016-11-15,50.18,46.94,55.94,,Tuesday,November,bad,0.0
2016-11-16,46.94,44.96,51.08,,Wednesday,November,bad,0.0
2016-11-17,45.68,39.02,53.06,0.0,Thursday,November,bad,0.0
2016-11-18,47.66,35.96,53.96,0.0,Friday,November,bad,0.0
2016-11-19,53.42,50.0,55.94,,Saturday,November,bad,0.0
2016-11-20,51.62,48.02,55.04,,Sunday,November,bad,0.0
2016-11-21,49.28,44.96,53.96,,Monday,November,bad,0.0
2016-11-22,48.02,42.98,55.04,,Tuesday,November,bad,0.0
2016-11-23,46.4,42.98,50.0,,Wednesday,November,bad,0.0
2016-11-24,48.56,46.04,53.06,,Thursday,November,bad,0.0
2016-11-25,47.12,41.0,51.08,,Friday,November,bad,0.0
2016-11-26,48.92,44.96,53.06,,Saturday,November,bad,0.0
2016-11-27,45.32,42.98,46.94,,Sunday,November,bad,0.0
2016-11-28,45.86,41.0,51.08,,Monday,November,bad,0.0
2016-11-29,46.22,42.98,51.98,0.0,Tuesday,November,bad,0.0
2016-11-30,46.58,42.08,51.08,,Wednesday,November,bad,0.0
2016-12-01,44.78,42.08,46.94,,Thursday,December,bad,0.0
2016-12-02,46.4,44.06,50.0,,Friday,December,bad,0.0
2016-12-03,46.94,44.96,48.92,,Saturday,December,bad,3.0
2016-12-04,40.82,35.06,46.04,,Sunday,December,bad,0.0
2016-12-05,36.5,33.08,39.02,,Monday,December,bad,0.0
2016-12-06,34.7,30.92,41.0,0.0,Tuesday,December,bad,0.0
2016-12-07,32.72,28.04,39.92,0.0,Wednesday,December,bad,0.0
2016-12-08,35.42,32.0,39.92,,Thursday,December,bad,0.0
2016-12-09,34.16,32.0,35.06,,Friday,December,bad,0.0
2016-12-10,39.02,33.98,44.06,,Saturday,December,bad,1.0
2016-12-11,41.72,39.92,42.98,,Sunday,December,bad,0.0
2016-12-12,40.46,37.94,42.98,,Monday,December,bad,0.0
2016-12-13,37.58,33.98,39.02,0.0,Tuesday,December,bad,0.0
2016-12-14,35.24,33.08,41.0,0.0,Wednesday,December,bad,0.0
2016-12-15,35.6,33.08,37.94,0.0,Thursday,December,bad,0.0
2016-12-16,31.28,24.98,35.06,0.0,Friday,December,bad,0.0
2016-12-17,28.04,23.0,33.98,0.0,Saturday,December,bad,0.0
2016-12-18,33.26,28.04,39.02,0.0,Sunday,December,bad,0.0
2016-12-19,41.54,35.96,46.94,,Monday,December,bad,0.0
2016-12-20,46.94,42.08,51.08,,Tuesday,December,bad,0.0
2016-12-21,40.64,33.98,48.02,0.0,Wednesday,December,bad,0.0
2016-12-22,38.84,33.98,44.06,,Thursday,December,bad,0.0
2016-12-23,37.94,35.96,39.92,,Friday,December,bad,0.0
2016-12-24,37.22,33.98,41.0,,Saturday,December,bad,0.0
2016-12-25,35.24,30.92,39.92,,Sunday,December,bad,0.0
2016-12-26,37.04,33.08,42.08,,Monday,December,bad,0.0
2016-12-27,42.26,41.0,44.96,,Tuesday,December,bad,0.0
2016-12-28,42.62,39.92,48.02,0.0,Wednesday,December,bad,0.0
2016-12-29,43.16,41.0,46.94,,Thursday,December,bad,0.0
2016-12-30,39.02,30.92,44.96,,Friday,December,bad,0.0
2016-12-31,,,,,Saturday,December,bad,0.0
2017-01-01,34.52,33.08,37.04,,Sunday,January,bad,1.0
2017-01-02,32.0,26.06,37.04,0.0,Monday,January,bad,0.0
2017-01-03,30.2,26.06,35.96,0.0,Tuesday,January,bad,0.0
2017-01-04,29.84,23.0,37.94,0.0,Wednesday,January,bad,0.0
2017-01-05,25.88,17.96,37.04,0.0,Thursday,January,bad,0.0
2017-01-06,28.94,19.94,42.08,0.0,Friday,January,bad,0.0
2017-01-07,34.88,30.92,39.02,0.0,Saturday,January,bad,0.0
2017-01-08,39.38,35.96,46.04,,Sunday,January,bad,0.0
2017-01-09,38.48,33.98,42.08,,Monday,January,bad,0.0
2017-01-10,36.32,33.08,41.0,,Tuesday,January,bad,0.0
2017-01-11,32.54,26.96,35.06,0.0,Wednesday,January,bad,0.0
2017-01-12,28.94,23.0,37.94,0.0,Thursday,January,bad,0.0
2017-01-13,30.74,23.0,37.04,0.0,Friday,January,bad,0.0
2017-01-14,32.36,24.98,42.98,0.0,Saturday,January,bad,0.0
2017-01-15,32.18,26.06,41.0,0.0,Sunday,January,bad,0.0
2017-01-16,38.3,30.92,44.96,0.0,Monday,January,bad,0.0
2017-01-17,42.98,39.02,44.96,,Tuesday,January,bad,0.0
2017-01-18,46.58,44.06,50.0,,Wednesday,January,bad,1.0
2017-01-19,45.68,42.98,50.0,,Thursday,January,bad,0.0
2017-01-20,44.42,33.98,51.98,0.0,Friday,January,bad,0.0
2017-01-21,44.6,39.92,50.0,,Saturday,January,bad,0.0
2017-01-22,43.88,37.94,50.0,,Sunday,January,bad,0.0
2017-01-23,37.94,32.0,46.94,0.0,Monday,January,bad,0.0
2017-01-24,35.96,30.92,44.06,0.0,Tuesday,January,bad,0.0
2017-01-25,39.92,35.06,44.06,,Wednesday,January,bad,1.0
2017-01-26,44.06,42.08,48.02,,Thursday,January,bad,0.0
2017-01-27,44.24,35.96,51.08,0.0,Friday,January,bad,0.0
2017-01-28,43.7,37.04,53.96,0.0,Saturday,January,bad,0.0
2017-01-29,42.98,35.06,48.92,,Sunday,January,bad,2.0
2017-01-30,43.88,42.08,46.04,,Monday,January,bad,0.0
2017-01-31,41.0,35.06,44.06,0.0,Tuesday,January,bad,0.0
2017-02-01,36.5,26.96,44.96,0.0,Wednesday,February,bad,0.0
2017-02-02,38.66,30.92,44.96,,Thursday,February,bad,0.0
2017-02-03,37.22,35.06,39.02,,Friday,February,bad,0.0
2017-02-04,42.26,37.04,46.04,,Saturday,February,bad,6.0
2017-02-05,37.04,33.08,42.98,,Sunday,February,bad,0.0
2017-02-06,,,,,Monday,February,bad,0.0
2017-02-07,35.42,30.02,39.02,,Tuesday,February,bad,2.0
2017-02-08,36.86,35.06,39.92,,Wednesday,February,bad,11.0
2017-02-09,48.56,39.92,57.92,,Thursday,February,bad,9.0
2017-02-10,44.78,41.0,48.92,,Friday,February,bad,1.0
2017-02-11,42.98,37.04,50.0,0.0,Saturday,February,bad,0.0
2017-02-12,39.74,32.0,50.0,0.0,Sunday,February,bad,4.0
2017-02-13,42.08,32.0,55.04,0.0,Monday,February,bad,3.0
2017-02-14,43.52,33.98,53.06,,Tuesday,February,bad,0.0
2017-02-15,49.1,44.96,51.98,,Wednesday,February,bad,0.0
2017-02-16,50.72,48.92,53.06,,Thursday,February,bad,2.0
2017-02-17,47.3,42.98,55.04,,Friday,February,bad,0.0
2017-02-18,44.42,42.98,46.04,,Saturday,February,bad,14.0
2017-02-19,44.6,39.02,48.02,,Sunday,February,bad,5.0
2017-02-20,43.34,41.0,46.04,,Monday,February,bad,3.0
2017-02-21,42.98,39.92,48.02,,Tuesday,February,bad,9.0
2017-02-22,40.28,33.08,46.94,0.8,Wednesday,February,bad,9.0
2017-02-23,37.22,33.98,42.08,,Thursday,February,bad,0.0
2017-02-24,39.74,32.0,46.94,,Friday,February,bad,0.0
2017-02-25,39.02,30.92,44.96,0.0,Saturday,February,bad,0.0
2017-02-26,38.66,35.96,42.08,,Sunday,February,bad,0.0
2017-02-27,36.86,33.98,42.08,,Monday,February,bad,0.0
2017-02-28,40.28,33.08,48.02,,Tuesday,February,bad,1.0
2017-03-01,45.14,42.08,48.92,,Wednesday,March,bad,0.0
2017-03-02,44.78,42.08,48.02,,Thursday,March,bad,0.0
2017-03-03,47.48,41.0,51.98,,Friday,March,bad,0.0
2017-03-04,41.18,35.06,46.04,,Saturday,March,bad,1.0
2017-03-05,40.1,33.98,46.94,,Sunday,March,bad,2.0
2017-03-06,38.48,35.06,42.98,,Monday,March,bad,0.0
2017-03-07,39.38,35.96,42.98,,Tuesday,March,bad,0.0
2017-03-08,40.28,37.94,42.98,,Wednesday,March,bad,5.0
2017-03-09,42.26,39.02,46.94,,Thursday,March,bad,0.0
2017-03-10,50.0,46.04,51.98,,Friday,March,bad,0.0
2017-03-11,46.58,41.0,53.96,,Saturday,March,bad,0.0
2017-03-12,,,,,Sunday,March,bad,6.0
2017-03-13,49.82,48.02,53.06,,Monday,March,bad,0.0
2017-03-14,53.24,48.02,60.08,,Tuesday,March,bad,0.0
2017-03-15,50.0,48.02,51.98,,Wednesday,March,bad,0.0
2017-03-16,46.4,39.92,53.96,,Thursday,March,bad,0.0
2017-03-17,41.72,37.04,46.94,,Friday,March,bad,0.0
2017-03-18,48.02,39.92,55.04,,Saturday,March,bad,0.0
2017-03-19,41.9,33.08,51.08,0.0,Sunday,March,bad,0.0
2017-03-20,45.14,37.94,53.06,,Monday,March,bad,0.0
2017-03-21,49.64,46.04,55.94,,Tuesday,March,bad,0.0
2017-03-22,49.46,44.96,57.02,,Wednesday,March,bad,0.0
2017-03-23,49.1,39.92,59.0,,Thursday,March,bad,0.0
2017-03-24,49.1,46.04,55.94,,Friday,March,bad,0.0
2017-03-25,48.2,44.06,53.96,,Saturday,March,bad,0.0
2017-03-26,46.22,44.06,48.92,,Sunday,March,bad,0.0
2017-03-27,48.56,44.96,53.06,,Monday,March,bad,0.0
2017-03-28,49.46,44.96,53.96,,Tuesday,March,bad,0.0
2017-03-29,50.18,46.04,57.02,,Wednesday,March,bad,3.0
2017-03-30,48.02,44.06,53.06,,Thursday,March,bad,0.0
2017-03-31,47.3,37.94,55.94,0.0,Friday,March,bad,0.0
2017-04-01,51.08,48.02,55.94,,Saturday,April,bad,0.0
2017-04-02,47.48,42.08,53.06,,Sunday,April,bad,0.0
2017-04-03,,,,,Monday,April,bad,0.0
2017-04-04,50.54,42.98,62.06,,Tuesday,April,bad,0.0
2017-04-05,50.72,48.02,55.04,,Wednesday,April,bad,0.0
2017-04-06,52.16,48.02,60.08,,Thursday,April,bad,0.0
2017-04-07,51.98,48.02,60.08,,Friday,April,bad,7.0
2017-04-08,47.48,44.06,51.98,,Saturday,April,bad,5.0
2017-04-09,48.02,37.94,55.94,,Sunday,April,bad,0.0
2017-04-10,48.2,44.06,53.96,,Monday,April,bad,2.0
2017-04-11,47.12,35.96,55.94,0.0,Tuesday,April,bad,0.0
2017-04-12,52.16,46.94,60.08,,Wednesday,April,bad,4.0
2017-04-13,48.92,44.96,55.94,,Thursday,April,bad,0.0
2017-04-14,47.3,44.06,53.06,,Friday,April,bad,0.0
2017-04-15,48.92,41.0,57.92,0.0,Saturday,April,bad,4.0
2017-04-16,54.32,42.08,64.94,0.0,Sunday,April,good,4.0
2017-04-17,55.94,51.98,60.98,,Monday,April,bad,0.0
2017-04-18,52.52,48.92,60.08,,Tuesday,April,bad,0.0
2017-04-19,50.54,46.04,55.94,,Wednesday,April,bad,0.0
2017-04-20,51.62,44.96,57.92,,Thursday,April,bad,0.0
2017-04-21,55.58,42.98,66.02,0.0,Friday,April,good,0.0
2017-04-22,58.64,50.0,64.94,,Saturday,April,bad,1.0
2017-04-23,49.28,46.04,53.96,,Sunday,April,bad,0.0
2017-04-24,50.18,44.96,55.94,,Monday,April,bad,0.0
2017-04-25,52.34,48.02,57.92,,Tuesday,April,bad,0.0
2017-04-26,52.16,48.02,60.08,,Wednesday,April,bad,0.0
2017-04-27,50.54,46.04,57.02,,Thursday,April,bad,0.0
2017-04-28,51.44,44.96,57.92,,Friday,April,bad,0.0
2017-04-29,49.82,42.08,57.92,,Saturday,April,bad,0.0
2017-04-30,50.72,48.02,55.04,,Sunday,April,bad,0.0
2017-05-01,48.2,46.04,50.0,,Monday,May,bad,0.0
2017-05-02,52.88,44.06,62.06,,Tuesday,May,bad,0.0
2017-05-03,61.7,55.04,73.94,,Wednesday,May,bad,0.0
2017-05-04,60.8,53.06,73.94,,Thursday,May,bad,0.0
2017-05-05,56.3,50.0,62.06,,Friday,May,bad,0.0
2017-05-06,50.9,44.06,59.0,,Saturday,May,bad,5.0
2017-05-07,52.88,44.06,62.06,0.0,Sunday,May,good,7.0
2017-05-08,53.42,42.98,64.94,0.0,Monday,May,good,0.0
2017-05-09,56.84,42.98,69.08,0.0,Tuesday,May,good,0.0
2017-05-10,60.98,51.98,71.96,0.0,Wednesday,May,good,0.0
2017-05-11,54.68,48.92,62.06,,Thursday,May,bad,4.0
2017-05-12,48.92,44.06,55.04,,Friday,May,bad,0.0
2017-05-13,51.62,46.94,60.08,,Saturday,May,bad,5.0
2017-05-14,52.52,48.92,59.0,,Sunday,May,bad,5.0
2017-05-15,50.36,48.02,53.96,,Monday,May,bad,0.0
2017-05-16,48.56,46.94,53.06,,Tuesday,May,bad,0.0
2017-05-17,52.7,46.04,60.08,,Wednesday,May,bad,3.0
2017-05-18,57.02,50.0,64.04,0.0,Thursday,May,good,0.0
2017-05-19,60.62,50.0,71.96,0.0,Friday,May,good,0.0
2017-05-20,63.5,57.02,71.96,0.0,Saturday,May,good,1.0
2017-05-21,64.76,51.08,75.92,0.0,Sunday,May,good,0.0
2017-05-22,68.54,55.04,82.04,0.0,Monday,May,good,0.0
2017-05-23,65.84,57.02,78.08,0.0,Tuesday,May,good,0.0
2017-05-24,56.48,50.0,62.96,0.0,Wednesday,May,good,0.0
2017-05-25,58.64,46.04,69.08,0.0,Thursday,May,good,0.0
2017-05-26,65.48,51.08,78.08,0.0,Friday,May,good,0.0
2017-05-27,69.26,53.06,82.94,0.0,Saturday,May,good,0.0
2017-05-28,70.88,57.02,84.02,0.0,Sunday,May,good,0.0
2017-05-29,62.96,53.96,75.02,0.0,Monday,May,good,0.0
2017-05-30,56.84,55.04,59.0,,Tuesday,May,bad,0.0
2017-05-31,61.7,53.96,73.04,,Wednesday,May,bad,0.0
2017-06-01,61.88,57.92,66.92,,Thursday,June,bad,0.0
2017-06-02,63.5,55.94,73.04,0.0,Friday,June,good,0.0
2017-06-03,60.62,57.02,64.94,0.0,Saturday,June,good,0.0
2017-06-04,59.0,55.04,66.02,0.0,Sunday,June,good,0.0
2017-06-05,60.8,46.94,71.96,0.0,Monday,June,good,0.0
2017-06-06,68.18,53.06,84.02,0.0,Tuesday,June,good,0.0
2017-06-07,68.72,57.92,78.98,0.0,Wednesday,June,good,0.0
2017-06-08,59.54,57.02,64.04,,Thursday,June,bad,0.0
2017-06-09,56.12,51.98,62.06,,Friday,June,bad,0.0
2017-06-10,58.28,48.92,66.02,0.0,Saturday,June,good,0.0
2017-06-11,60.8,51.98,69.98,0.0,Sunday,June,good,1.0
2017-06-12,58.64,53.96,64.94,0.0,Monday,June,good,0.0
2017-06-13,58.64,53.96,64.94,,Tuesday,June,bad,0.0
2017-06-14,59.36,53.06,64.94,0.0,Wednesday,June,good,0.0
2017-06-15,,,,,Thursday,June,bad,2.0
2017-06-16,61.52,55.94,69.08,0.3,Friday,June,good,1.0
2017-06-17,59.18,53.06,66.02,,Saturday,June,bad,4.0
2017-06-18,62.24,55.94,69.08,0.3,Sunday,June,good,0.0
2017-06-19,64.4,57.92,73.04,0.0,Monday,June,good,2.0
2017-06-20,64.4,57.92,71.06,,Tuesday,June,bad,3.0
2017-06-21,61.16,55.04,68.0,0.0,Wednesday,June,good,0.0
2017-06-22,63.68,50.0,75.02,0.0,Thursday,June,good,0.0
2017-06-23,67.82,51.98,80.06,0.0,Friday,June,good,0.0
2017-06-24,73.94,57.02,87.08,0.0,Saturday,June,good,1.0
2017-06-25,78.44,62.06,93.02,0.0,Sunday,June,good,0.0
2017-06-26,67.1,60.98,73.04,0.0,Monday,June,good,0.0
2017-06-27,62.96,55.94,71.96,0.0,Tuesday,June,good,12.0
2017-06-28,62.42,57.02,69.98,0.0,Wednesday,June,good,5.0
2017-06-29,66.2,55.04,78.08,0.0,Thursday,June,good,7.0
2017-06-30,71.78,60.98,84.02,0.0,Friday,June,good,0.0
2017-07-01,64.04,57.92,73.94,0.0,Saturday,July,good,1.0
2017-07-02,66.2,55.94,77.0,0.0,Sunday,July,good,0.0
2017-07-03,63.86,59.0,69.98,0.0,Monday,July,good,0.0
2017-07-04,66.74,57.02,78.08,0.0,Tuesday,July,good,0.0
2017-07-05,70.52,53.96,84.92,0.0,Wednesday,July,good,7.0
2017-07-06,71.42,59.0,84.92,0.0,Thursday,July,good,3.0
2017-07-07,67.1,57.92,73.04,0.0,Friday,July,good,10.0
2017-07-08,69.62,60.08,80.96,0.0,Saturday,July,good,1.0
2017-07-09,69.62,57.92,80.06,0.0,Sunday,July,good,0.0
2017-07-10,66.56,60.98,73.04,0.0,Monday,July,good,0.0
2017-07-11,64.94,57.02,75.02,0.0,Tuesday,July,good,0.0
2017-07-12,66.92,55.94,78.08,0.0,Wednesday,July,good,0.0
2017-07-13,66.02,59.0,75.02,0.0,Thursday,July,good,0.0
2017-07-14,67.82,53.96,80.96,0.0,Friday,July,good,0.0
2017-07-15,66.74,55.94,77.0,0.0,Saturday,July,good,0.0
2017-07-16,64.76,57.92,73.94,0.0,Sunday,July,good,0.0
2017-07-17,66.38,53.06,77.0,0.0,Monday,July,good,0.0
2017-07-18,69.8,55.94,82.04,0.0,Tuesday,July,good,0.0
2017-07-19,67.64,55.04,78.08,0.0,Wednesday,July,good,0.0
2017-07-20,67.64,62.96,75.02,0.0,Thursday,July,good,0.0
2017-07-21,67.28,55.94,78.08,0.0,Friday,July,good,0.0
2017-07-22,72.86,64.94,86.0,0.0,Saturday,July,good,0.0
2017-07-23,69.26,64.04,77.0,0.0,Sunday,July,good,0.0
2017-07-24,70.34,57.02,80.96,0.0,Monday,July,good,0.0
2017-07-25,73.22,59.0,84.92,0.0,Tuesday,July,good,0.0
2017-07-26,72.14,60.98,84.02,0.0,Wednesday,July,good,0.0
2017-07-27,64.58,59.0,69.98,0.0,Thursday,July,good,0.0
2017-07-28,67.82,57.92,78.08,0.0,Friday,July,good,1.0
2017-07-29,69.44,57.02,82.04,0.0,Saturday,July,good,8.0
2017-07-30,69.44,59.0,80.06,0.0,Sunday,July,good,6.0
2017-07-31,72.14,60.98,84.02,0.0,Monday,July,good,0.0
2017-08-01,73.58,57.92,86.0,0.0,Tuesday,August,good,9.0
2017-08-02,77.0,62.96,89.06,0.0,Wednesday,August,good,2.0
2017-08-03,78.08,64.94,91.94,0.0,Thursday,August,good,8.0
2017-08-04,78.44,64.04,91.94,0.0,Friday,August,good,9.0
2017-08-05,70.52,60.98,80.96,0.0,Saturday,August,good,2.0
2017-08-06,71.42,60.98,80.96,0.0,Sunday,August,good,2.0
2017-08-07,72.5,62.06,84.02,0.0,Monday,August,good,0.0
2017-08-08,74.3,62.96,87.08,0.0,Tuesday,August,good,0.0
2017-08-09,75.38,62.96,89.06,0.0,Wednesday,August,good,0.0
2017-08-10,74.84,62.96,87.08,0.0,Thursday,August,good,0.0
2017-08-11,71.42,62.06,80.06,0.0,Friday,August,good,0.0
2017-08-12,,,,,Saturday,August,bad,6.0
2017-08-13,65.84,62.06,73.04,,Sunday,August,bad,0.0
2017-08-14,65.48,59.0,71.96,0.0,Monday,August,good,0.0
2017-08-15,66.56,53.06,78.08,0.0,Tuesday,August,good,0.0
2017-08-16,68.72,55.94,80.06,0.0,Wednesday,August,good,0.0
2017-08-17,68.9,62.96,77.0,0.0,Thursday,August,good,0.0
2017-08-18,66.56,59.0,73.94,0.0,Friday,August,good,1.0
2017-08-19,67.64,59.0,77.0,0.0,Saturday,August,good,1.0
2017-08-20,66.56,55.04,75.92,0.0,Sunday,August,good,0.0
2017-08-21,69.98,60.98,82.04,0.0,Monday,August,good,2.0
2017-08-22,73.76,60.08,87.08,0.0,Tuesday,August,good,3.0
2017-08-23,68.36,62.06,75.92,0.0,Wednesday,August,good,0.0
2017-08-24,65.12,59.0,71.96,,Thursday,August,bad,0.0
2017-08-25,65.3,53.06,75.92,0.0,Friday,August,good,0.0
2017-08-26,68.9,53.96,82.04,0.0,Saturday,August,good,0.0
2017-08-27,72.68,57.92,87.08,0.0,Sunday,August,good,0.0
2017-08-28,73.58,60.08,87.98,0.0,Monday,August,good,0.0
2017-08-29,73.76,62.96,87.98,0.0,Tuesday,August,good,0.0
2017-08-30,68.18,62.96,77.0,0.0,Wednesday,August,good,0.0
2017-08-31,67.82,64.04,75.02,,Thursday,August,bad,0.0
2017-09-01,70.16,57.92,82.04,0.0,Friday,September,good,0.0
